time,speed,target_speed,throttle,brake,steer,energy,curvature
290,3.1194155,3.0452165603637695,0.15760448575019836,0.0,-0.21213851592544827,0.02483917392858448,0.05924503252035429
291,3.1059697,3.0452165603637695,0.19989681243896484,0.0,-0.18776947639907213,0.03995873562325869,0.05924503252035429
292,3.1342888,3.0452165603637695,0.12936735153198242,0.0,-0.16509907962137746,0.016735911642399515,0.05924503252035429
293,3.1150033,3.0452165603637695,0.19590842723846436,0.0,-0.1445964200747663,0.03838011186304868,0.05924503252035429
294,3.1353393,3.0452165603637695,0.13550055027008057,0.0,-0.12661878502980545,0.01836039912349463,0.05924503252035429
295,3.1108236,3.0452165603637695,0.2045396864414215,0.0,-0.11057857048841266,0.04183648332955503,0.05924503252035429
296,3.1292963,3.0452165603637695,0.1426583081483841,0.0,-0.09664449401455959,0.02035139288375931,0.05924503252035429
297,3.1047292,3.0452165603637695,0.20996765792369843,0.0,-0.08420830759768198,0.04408641737396324,0.05924503252035429
298,3.1242235,3.0452165603637695,0.1460169106721878,0.0,-0.07347670393403188,0.021320938202249673,0.05924503252035429
299,3.1008976,3.0452165603637695,0.21188464760780334,0.0,-0.06386743553783025,0.044895103891883004,0.05924503252035429
300,3.1214867,3.0358388423919678,0.1281968206167221,0.0,-0.05563163996925184,0.016434424816236026,0.05924503252035429
301,3.0973926,3.0358388423919678,0.20604407787322998,0.0,-0.04822429927824877,0.04245416202662966,0.05924503252035429
302,3.1152723,3.0358388423919678,0.1457933634519577,0.0,-0.2636490897577557,0.021255704826634636,0.05944679797146753
303,3.0793192,3.0358388423919678,0.23536176979541779,0.0,-0.25637635153267024,0.055395162681231236,0.05944679797146753
304,3.0778024,3.0358388423919678,0.20223255455493927,0.0,-0.2355664831424988,0.04089800612181649,0.05944679797146753
305,3.0627441,3.0358388423919678,0.23069778084754944,0.0,-0.20931025713493612,0.05322146608798395,0.05944679797146753
306,3.0983615,3.0358388423919678,0.14409218728542328,0.0,-0.18455939850373282,0.020762558436697498,0.05944679797146753
307,3.0868685,3.0358388423919678,0.2024403065443039,0.0,-0.16204718419299144,0.04098207771375173,0.05944679797146753
308,3.114354,3.0358388423919678,0.1355840265750885,0.0,-0.14218237333989464,0.018383028262314305,0.05944679797146753
309,3.0943692,3.0358388423919678,0.20274618268013,0.0,-0.12440609522545912,0.04110601459136465,0.05944679797146753
310,3.1158617,3.0358388423919678,0.13937638700008392,0.0,-0.10889079018977968,0.019425777253197163,0.05944679797146753
311,3.0924413,3.0358388423919678,0.2074265331029892,0.0,-0.09503237278202716,0.04302576663512547,0.05944679797146753
312,3.1125407,3.0358388423919678,0.1434238702058792,0.0,-0.083022249226127,0.020570406544832887,0.05944679797146753
313,3.0889091,3.0326738357543945,0.20417523384094238,0.0,-0.072278923158519,0.041687526114003504,0.05944679797146753
314,3.1090603,3.0326738357543945,0.1430244743824005,0.0,-0.06303678230791812,0.02045600027236194,0.05944679797146753
315,3.0851455,3.0326738357543945,0.21074287593364716,0.0,-0.05473921013185324,0.0444125597567846,0.05944679797146753
